,User ID,Count,Unnamed: 0,Date,Tweet Count,Tweet Location,Tweet,label,Clean,city
0,485856546.0,52,1226,2023-03-27,3148,,idha anies presiden ri,Negative,idha ri,
1,485856546.0,52,1831,2023-03-19,3148,,anies presiden ri,Negative,ri,
2,485856546.0,52,1975,2023-03-18,3148,,anies presiden ri,Negative,ri,
3,485856546.0,52,2757,2023-03-08,3148,,anies presiden ri,Negative,ri,
4,485856546.0,52,2784,2023-03-07,3148,,anies presiden ri,Negative,ri,
5,485856546.0,52,2790,2023-03-07,3148,,chotimah tetap anies presiden ri,Negative,chotimah tetap ri,
6,485856546.0,52,3079,2023-03-04,3148,,anies presiden ri,Negative,ri,
7,485856546.0,52,3151,2023-03-03,3148,,anies presiden ri,Negative,ri,
8,485856546.0,52,3153,2023-03-03,3148,,anies presiden ri,Negative,ri,
9,485856546.0,52,3196,2023-03-02,3148,,anies presiden ri,Negative,ri,
10,485856546.0,52,3222,2023-03-02,3148,,anies presiden ri,Negative,ri,
11,485856546.0,52,3223,2023-03-02,3148,,anies presiden ri,Negative,ri,
12,485856546.0,52,3443,2023-03-01,3148,,anies presiden ri,Negative,ri,
13,485856546.0,52,3445,2023-03-01,3148,,chotimah anies presiden ri,Negative,chotimah ri,
14,485856546.0,52,3496,2023-02-28,3148,,chotimah anies presiden ri,Negative,chotimah ri,
15,485856546.0,52,3559,2023-02-27,3148,,marm anies presiden ri,Negative,marm ri,
16,485856546.0,52,3606,2023-02-27,3148,,anies presiden ri,Negative,ri,
17,485856546.0,52,3621,2023-02-26,3148,,anies presiden ri,Negative,ri,
18,485856546.0,52,3717,2023-02-26,3148,,chotimah anies presiden ri,Negative,chotimah ri,
19,485856546.0,52,3718,2023-02-26,3148,,id anies presiden ri,Negative,id ri,
20,485856546.0,52,4144,2023-02-23,3148,,anies presiden ri,Negative,ri,
21,485856546.0,52,4151,2023-02-23,3148,,anies presiden ri,Negative,ri,
22,485856546.0,52,4244,2023-02-22,3148,,id anies presiden ri,Negative,id ri,
23,485856546.0,52,4256,2023-02-22,3148,,waras anies tetap presiden ri,Negative,waras tetap ri,
24,485856546.0,52,4268,2023-02-21,3148,,lbs sangat percaya anies presiden ri,Negative,lbs sangat percaya ri,
25,485856546.0,52,4269,2023-02-21,3148,,anies presiden ri,Negative,ri,
26,485856546.0,52,4291,2023-02-21,3148,,anies tetap presiden ri,Negative,tetap ri,
27,485856546.0,52,4294,2023-02-21,3148,,anies tetap presiden ri,Negative,tetap ri,
28,485856546.0,52,4295,2023-02-21,3148,,anies presiden,Negative,,
29,485856546.0,52,4328,2023-02-21,3148,,chotimah anies presiden ri,Negative,chotimah ri,
30,485856546.0,52,4404,2023-02-20,3148,,anies presiden ri,Negative,ri,
31,485856546.0,52,4405,2023-02-20,3148,,kereeennn anies presiden ri,Negative,kereeennn ri,
32,485856546.0,52,4417,2023-02-20,3148,,anies presiden ri,Negative,ri,
33,485856546.0,52,4420,2023-02-19,3148,,anies presiden ri,Negative,ri,
34,485856546.0,52,4431,2023-02-19,3148,,chotimah anies presiden ri,Negative,chotimah ri,
35,485856546.0,52,4432,2023-02-19,3148,,anies presiden ri,Negative,ri,
36,485856546.0,52,4440,2023-02-19,3148,,anies presiden ri,Negative,ri,
37,485856546.0,52,4535,2023-02-18,3148,,anies presiden ri,Negative,ri,
38,485856546.0,52,4536,2023-02-18,3148,,anies presiden ri,Negative,ri,
39,485856546.0,52,4541,2023-02-18,3148,,anies presiden ri,Negative,ri,
40,485856546.0,52,4592,2023-02-18,3148,,chotimah anies presiden ri,Negative,chotimah ri,
41,485856546.0,52,4593,2023-02-18,3148,,anies presiden ri,Negative,ri,
42,485856546.0,52,4594,2023-02-18,3148,,idha anies presiden ri,Negative,idha ri,
43,485856546.0,52,4595,2023-02-18,3148,,anies presiden ri,Negative,ri,
44,485856546.0,52,4757,2023-02-16,3148,,anies presiden ri,Negative,ri,
45,485856546.0,52,4900,2023-02-15,3148,,anies presiden ri,Negative,ri,
46,485856546.0,52,4901,2023-02-15,3148,,anies presiden ri,Negative,ri,
47,485856546.0,52,4903,2023-02-15,3148,,chotimah anies presiden ri,Negative,chotimah ri,
48,485856546.0,52,4910,2023-02-15,3148,,chotimah anies presiden ri,Negative,chotimah ri,
49,485856546.0,52,4917,2023-02-15,3148,,anies presiden,Negative,,
50,485856546.0,52,4939,2023-02-14,3148,,anies presiden,Negative,,
51,485856546.0,52,4941,2023-02-14,3148,,anies tetap presiden,Negative,tetap,
52,306615832.0,35,163,2023-04-13,7501,,prabowo puan vs anies khofifah siapa jadi presiden ri,Negative,puan vs khofifah siapa jadi ri,
53,306615832.0,35,853,2023-04-04,7501,,prabowo airlangga vs anies khofifah siapa jadi presiden ri,Negative,airlangga vs khofifah siapa jadi ri,
54,306615832.0,35,1539,2023-03-23,7501,,bersama nu anies presiden ri,Negative,bersama nu ri,
55,306615832.0,35,1540,2023-03-23,7501,,bersama nu anies presiden ri,Negative,bersama nu ri,
56,306615832.0,35,1625,2023-03-22,7501,,indonesia jaya nu jaya anies presiden ri,Negative,indonesia jaya nu jaya ri,
57,306615832.0,35,1668,2023-03-21,7501,,anies baswedan pemimpin mengayomi semua golongan presiden ri,Negative,pemimpin mengayomi semua golongan ri,
58,306615832.0,35,1792,2023-03-20,7501,,anies pemimpin merakyat sangat dekat dengan rakyat presiden ri,Negative,pemimpin merakyat sangat dekat dengan rakyat ri,
59,306615832.0,35,1892,2023-03-19,7501,,anies baswedan keturunan asli wong suroboyo merah putih darahnya presiden ri,Negative,keturunan asli wong suroboyo merah putih darahnya ri,
60,306615832.0,35,2469,2023-03-12,7501,,mari seluruh indonesia bersatu dukung anies lawan oligarki selamatkan indonesia jangan biarkan orang baik berjuang sendiri anies presiden ri,Negative,mari seluruh indonesia bersatu dukung lawan oligarki selamatkan indonesia jangan biarkan orang baik berjuang sendiri ri,
61,306615832.0,35,2560,2023-03-11,7501,,dekat dengan rakyat dekat dengan ulama anies presiden ri,Negative,dekat dengan rakyat dekat dengan ulama ri,
62,306615832.0,35,2583,2023-03-10,7501,,mari kita kebalikan kewarasan melalui anies baswedan presiden ri,Negative,mari kita kebalikan kewarasan melalui ri,
63,306615832.0,35,3013,2023-03-05,7501,,anies pemimpin merakyat presiden ri,Negative,pemimpin merakyat ri,
64,306615832.0,35,3422,2023-03-01,7501,,masya alloh semua berjuang untuk indonesia anies presiden ri,Negative,masya alloh semua berjuang untuk indonesia ri,
65,306615832.0,35,4107,2023-02-23,7501,,anies pemimpin merakyat presiden ri,Negative,pemimpin merakyat ri,
66,306615832.0,35,4211,2023-02-22,7501,,anies presiden ri,Negative,ri,
67,306615832.0,35,4240,2023-02-22,7501,,anies berkoalisi dengan rakyat tumbangkan oligarki selamatkan indonesia anies presiden ri,Negative,berkoalisi dengan rakyat tumbangkan oligarki selamatkan indonesia ri,
68,306615832.0,35,4368,2023-02-20,7501,,mari bersatu lawan oligarki anies presiden ri,Negative,mari bersatu lawan oligarki ri,
