,User ID,Count,Unnamed: 0,Date,Tweet Count,Tweet Location,Tweet,label,city
0,306615832.0,296,678,2023-04-07,7501,,asmara anies pemimpin pro rakyat presiden ri,Positive,
1,306615832.0,296,679,2023-04-07,7501,,anies pemimpin pro rakyat presiden ri,Positive,
2,306615832.0,296,683,2023-04-07,7501,,anies pemimpin pro rakyat presiden ri,Positive,
3,306615832.0,296,688,2023-04-07,7501,,anies pemimpin bersih jujur dan cerdas saatnya lawan oligarki lawan korupsi selamatkan indonesia anies presiden ri,Positive,
4,306615832.0,296,691,2023-04-07,7501,,anies pemimpin pro rakyat presiden ri,Positive,
5,306615832.0,296,752,2023-04-06,7501,,anies pemimpin bersih cerdas anti korupsi membuat oligarki dan koruptor gemetar mari selamatkan indonesia anies presiden ri,Positive,
6,306615832.0,296,772,2023-04-06,7501,,tidak ada yang paling ditakutkan koruptor selain pemimpin yang jujur cerdas bersih dan berani anies presiden ri,Positive,
7,306615832.0,296,788,2023-04-05,7501,,ya akur saja bro saya suka prabowo tapi dukung anies presiden ri,Positive,
8,306615832.0,296,821,2023-04-05,7501,,tv orang tua yang cerdas pantas menurun ke anaknya anies pemimpin jujur bersih dan cerdas presiden ri,Positive,
9,306615832.0,296,822,2023-04-05,7501,,tv luar biasa inilah pemimpin sejati mau mendengarkan suara rakyat anies presiden ri,Positive,
10,306615832.0,296,1084,2023-03-29,7501,,bismillah bersama nu mari bersatu menuju indonesia maju damai adil dan makmur anies presiden ri,Positive,
11,306615832.0,296,1174,2023-03-28,7501,,masya alloh dari sini integritas seorang anies baswedan berasal semangat lawan oligarki selamatkan indonesia anies presiden ri,Positive,
12,306615832.0,296,1229,2023-03-27,7501,,yuk bersama berjuang selamatkan rakyat anies presiden ri,Positive,
13,306615832.0,296,1252,2023-03-27,7501,,mari bersama lawan oligarki selamatkan indonesia anies presiden ri,Positive,
14,306615832.0,296,1255,2023-03-27,7501,,mari bersatu lawan oligarki selamatkan indonesia anies presiden ri,Positive,
15,306615832.0,296,1284,2023-03-26,7501,,amin mari bersama lawan oligarki selamatkan indonesia anies presiden ri,Positive,
16,306615832.0,296,1297,2023-03-26,7501,,mari rakyat bersatu lawan oligarki selamatkan indonesia anies presiden ri,Positive,
17,306615832.0,296,1409,2023-03-25,7501,,bersama nu mari kita selamatkan indonesia anies presiden ri,Positive,
18,306615832.0,296,1447,2023-03-24,7501,,alhamdulillah di bulan suci ini koalisi perubahan menuju indonesia maju damai adil dan makmur anies presiden ri,Positive,
19,306615832.0,296,1452,2023-03-24,7501,,jsp alhamdulillah di bulan yang suci ini koalisi perubahan untuk indonesia yang waras maju damai adil dan makmur anies presiden ri,Positive,
20,306615832.0,296,1453,2023-03-24,7501,,alhamdulillah di bulan yang suci ini untuk indonesia yang waras maju damai adil dan sejahtera anies presiden ri,Positive,
21,306615832.0,296,1454,2023-03-24,7501,,alhamdulillah di bulan yang suci ini untuk indonesia yang lebih baik anies presiden ri,Positive,
22,306615832.0,296,1455,2023-03-24,7501,,alhamdulillah di bulan yang suci ini untuk indonesia yang lebih baik anies presiden ri,Positive,
23,306615832.0,296,1479,2023-03-24,7501,,mari bersama rakyat selamatkan indonesia anies presiden ri,Positive,
24,306615832.0,296,1480,2023-03-24,7501,,mari bersama rakyat selamatkan indonesia anies presiden ri,Positive,
